"RecordType"|"Company"|"Number"|"VendorGroup"|"Vendor"|"VendorName"|"TransactionDate"|"JCCo"|"Job"|"JobDescription"|"Description"|"DetailLineCount"|"TotalOrigCost"|"TotalOrigTax"|"RemainingAmount"|"RemainingTax"
"PO"|"1"|"1-12194138"|"1"|"52401"|"JT RYERSON & SON INC"|"7/12/2012 12:00:00 AM"|"1"|"  1206-001"|"IRIS-PH1 CLOSE OUT"|"SM PRODUCTION MATERIALS       "|"1"|"2702.85"|"0.00"|"2503.39"|"0.00"
"PO"|"1"|"1-12194211"|"1"|"51969"|"NORTH COAST ELECTRIC CO"|"7/12/2012 12:00:00 AM"|"1"|"  1644-001"|"BOEING BLD 7-107"|"ELECTRICAL MATERIALS          "|"1"|"27.78"|"0.00"|"27.78"|"0.00"
"PO"|"1"|"1-12198178"|"1"|"51969"|"NORTH COAST ELECTRIC CO"|"7/16/2012 12:00:00 AM"|"1"|"  1644-001"|"BOEING BLD 7-107"|"ELECTRICAL MATERIALS          "|"1"|"526.55"|"0.00"|"167.49"|"0.00"
"PO"|"1"|"1-12200151"|"1"|"52094"|"PACIFIC WELDING LLC"|"7/18/2012 12:00:00 AM"|"1"|"  1638-001"|"2020 5TH AVE DC"|"RENTALS                       "|"1"|"5518.45"|"0.00"|"330.23"|"0.00"
"PO"|"1"|"1-12215093"|"1"|"53855"|"CONVERGINT TECHNOLOGIES"|"8/2/2012 12:00:00 AM"|"1"|" 13039-001"|"Wells Fargo Center"|"MISC ITEMS                    "|"1"|"1.00"|"0.00"|"1.00"|"0.00"
"PO"|"1"|"1-12228080"|"1"|"54833"|"NOTIFACT, LLC"|"8/15/2012 12:00:00 AM"|"1"|" 12545-001"|"Cardiac Science"|"MISC ITEMS                    "|"1"|"100.00"|"0.00"|"62.00"|"0.00"
"PO"|"1"|"1-12229118"|"1"|"55182"|"SOUND WATER TREATMENT"|"8/16/2012 12:00:00 AM"|"1"|" 12555-001"|"KORRY ELECTRONICS"|"MISC ITEMS                    "|"1"|"2526.00"|"0.00"|"210.50"|"0.00"
"PO"|"1"|"1-12240154"|"1"|"55182"|"SOUND WATER TREATMENT"|"8/27/2012 12:00:00 AM"|"1"|" 10900-001"|"TEAMSTERS BLDG"|"MISC ITEMS                    "|"1"|"989.00"|"0.00"|"123.22"|"0.00"
"PO"|"1"|"1-12250105"|"1"|"50919"|"FERGUSON ENTERPRISES INC"|"9/6/2012 12:00:00 AM"|"1"|"  1641-001"|"WESTLAND DIST-M&E"|"PLUMBING MATERIALS            "|"1"|"3414.75"|"0.00"|"23.08"|"0.00"
"PO"|"1"|"1-12256140"|"1"|"50919"|"FERGUSON ENTERPRISES INC"|"9/12/2012 12:00:00 AM"|"1"|"  1641-001"|"WESTLAND DIST-M&E"|"PLUMBING MATERIALS            "|"1"|"459.31"|"0.00"|"52.46"|"0.00"
"PO"|"1"|"1-12258082"|"1"|"52094"|"PACIFIC WELDING LLC"|"9/14/2012 12:00:00 AM"|"1"|"  1638-001"|"2020 5TH AVE DC"|"RENTALS                       "|"1"|"3048.38"|"0.00"|"1208.72"|"0.00"
"PO"|"1"|"1-12258084"|"1"|"52094"|"PACIFIC WELDING LLC"|"9/14/2012 12:00:00 AM"|"1"|"  1638-001"|"2020 5TH AVE DC"|"RENTALS                       "|"1"|"3048.38"|"0.00"|"1208.72"|"0.00"
"PO"|"1"|"1-12264042"|"1"|"50650"|"CULLIGAN WATER COND"|"9/20/2012 12:00:00 AM"|"1"|" 13739-001"|"SEA CAP X 2012"|"WATER                         "|"1"|"150.00"|"0.00"|"150.00"|"0.00"
"PO"|"1"|"1-12265095"|"1"|"53106"|"WE-ESTES, RON"|"9/21/2012 12:00:00 AM"|"1"|"  1644-001"|"BOEING BLD 7-107"|"EQUIPMENT                     "|"1"|"860.43"|"0.00"|"860.43"|"0.00"
"PO"|"1"|"1-12270003"|"1"|"55182"|"SOUND WATER TREATMENT"|"9/26/2012 12:00:00 AM"|"1"|" 13738-001"|"SHOP LOGISTICS 2011"|"MISC ITEMS                    "|"1"|"821.25"|"0.00"|"821.25"|"0.00"
"PO"|"1"|"1-12270074"|"1"|"50867"|"COMMERCIAL FILTER SALES"|"9/26/2012 12:00:00 AM"|"1"|" 10866-001"|"LABCORP"|"MISC ITEMS                    "|"1"|"41.28"|"0.00"|"41.28"|"0.00"
"PO"|"1"|"1-12275119"|"1"|"52797"|"TOTAL FILTRATION SERVICES"|"10/1/2012 12:00:00 AM"|"1"|" 10864-001"|"NWCP BLDG A"|"MISC ITEMS                    "|"1"|"2414.08"|"0.00"|"352.44"|"0.00"
"PO"|"1"|"1-12279091"|"1"|"52310"|"REFRIGERATION SUPPLIES"|"10/5/2012 12:00:00 AM"|"1"|" 12553-001"|"JCPENNEY"|"MISC ITEMS                    "|"1"|"30.00"|"0.00"|"30.00"|"0.00"
"PO"|"1"|"1-12284078"|"1"|"50158"|"APPLIED INDUSTRIAL TECH"|"10/10/2012 12:00:00 AM"|"1"|" 12556-001"|"T-Mobile Nexus Data"|"MASTER SUBCONTRACT            "|"1"|"1.00"|"0.00"|"1.00"|"0.00"
"PO"|"1"|"1-12284080"|"1"|"50710"|"DELIVERY EXPRESS INC"|"10/10/2012 12:00:00 AM"|"1"|" 12556-001"|"T-Mobile Nexus Data"|"MISC ITEMS                    "|"1"|"1.00"|"0.00"|"1.00"|"0.00"
"PO"|"1"|"1-12296099"|"1"|"55182"|"SOUND WATER TREATMENT"|"10/22/2012 12:00:00 AM"|"1"|" 12555-001"|"KORRY ELECTRONICS"|"MISC ITEMS                    "|"1"|"2526.00"|"0.00"|"2526.00"|"0.00"
"PO"|"1"|"1-12298166"|"1"|"54318"|"HUDSON BAY INSULATION CO"|"10/24/2012 12:00:00 AM"|"1"|"  1424-001"|"VMC MECH UPGDS AND"|"PIPING MATERIALS              "|"1"|"2367.89"|"0.00"|"0.30"|"0.00"
"PO"|"1"|"1-12299181"|"1"|"52668"|"STONEWAY ELECTRIC SUPPLY"|"10/25/2012 12:00:00 AM"|"1"|" 13739-001"|"SEA CAP X 2012"|"ELECTRICAL MATERIALS          "|"1"|"1125.14"|"0.00"|"105.31"|"0.00"
"PO"|"1"|"1-12305082"|"1"|"50867"|"COMMERCIAL FILTER SALES"|"10/31/2012 12:00:00 AM"|"1"|" 10866-001"|"LABCORP"|"MISC ITEMS                    "|"1"|"100.00"|"0.00"|"58.73"|"0.00"
"PO"|"1"|"1-12305166"|"1"|"52310"|"REFRIGERATION SUPPLIES"|"10/31/2012 12:00:00 AM"|"1"|"  1827-001"|"Berry Plastics"|"MISC ITEMS                    "|"1"|"1.00"|"0.00"|"1.00"|"0.00"
"PO"|"1"|"1-12307057"|"1"|"52668"|"STONEWAY ELECTRIC SUPPLY"|"11/2/2012 12:00:00 AM"|"1"|" 13739-001"|"SEA CAP X 2012"|"ELECTRICAL MATERIALS          "|"1"|"597.52"|"0.00"|"0.29"|"0.00"
"PO"|"1"|"1-12307145"|"1"|"55062"|"R&T HOOD & DUCT SVCS INC"|"11/2/2012 12:00:00 AM"|"1"|" 11000-001"|"ID VILLAGE SQUARE 1"|"MISC ITEMS                    "|"1"|"650.00"|"0.00"|"650.00"|"0.00"
"PO"|"1"|"1-12313084"|"1"|"51639"|"M & L SUPPLY CO, INC."|"11/8/2012 12:00:00 AM"|"1"|"  1140-001"|"WSU IN VESSEL"|"PLUMBING MATERIALS            "|"1"|"1223.68"|"0.00"|"974.95"|"0.00"
"PO"|"1"|"1-12314096"|"1"|"51883"|"NC POWER SYSTEMS CO."|"11/9/2012 12:00:00 AM"|"1"|" 12595-001"|"LYNNWOOD CONVENTION"|"MISC ITEMS                    "|"1"|"1670.00"|"0.00"|"406.40"|"0.00"
"PO"|"1"|"1-12318140"|"1"|"51639"|"M & L SUPPLY CO, INC."|"11/13/2012 12:00:00 AM"|"1"|"  1140-001"|"WSU IN VESSEL"|"PLUMBING MATERIALS            "|"1"|"1075.16"|"0.00"|"69.96"|"0.00"
"PO"|"1"|"1-12325069"|"1"|"50920"|"FERGUSON FIRE & FAB #720"|"11/20/2012 12:00:00 AM"|"1"|"  1641-001"|"WESTLAND DIST-M&E"|"PIPING MATERIALS              "|"1"|"713.65"|"0.00"|"41.10"|"0.00"
"PO"|"1"|"1-12325165"|"1"|"55062"|"R&T HOOD & DUCT SVCS INC"|"11/20/2012 12:00:00 AM"|"1"|" 11062-001"|"BUSH HOTEL"|"MISC ITEMS                    "|"1"|"265.00"|"0.00"|"6.15"|"0.00"
"PO"|"1"|"1-12331047"|"1"|"52361"|"RODDA PAINT"|"11/26/2012 12:00:00 AM"|"1"|"  1644-001"|"BOEING BLD 7-107"|"PIPING MATERIALS              "|"1"|"388.74"|"0.00"|"314.40"|"0.00"
"PO"|"1"|"1-12334106"|"1"|"52668"|"STONEWAY ELECTRIC SUPPLY"|"11/29/2012 12:00:00 AM"|"1"|" 13739-001"|"SEA CAP X 2012"|"ELECTRICAL MATERIALS          "|"1"|"312.16"|"0.00"|"16.46"|"0.00"
"PO"|"1"|"1-12335138"|"1"|"51052"|"GENSCO INC"|"11/30/2012 12:00:00 AM"|"1"|" 12622-001"|"Doreen Hartridge"|"MISC ITEMS                    "|"1"|"24.80"|"0.00"|"12.40"|"0.00"
"PO"|"1"|"1-12338109"|"1"|"52176"|"PLATT ELECTRIC SUPPLY INC"|"12/3/2012 12:00:00 AM"|"1"|"  1638-001"|"2020 5TH AVE DC"|"ELECTRICAL MATERIALS          "|"1"|"2669.07"|"0.00"|"65.43"|"0.00"
"PO"|"1"|"1-12339153"|"1"|"50867"|"COMMERCIAL FILTER SALES"|"12/4/2012 12:00:00 AM"|"1"|" 11078-001"|"VERIZON 103355"|"MISC ITEMS                    "|"1"|"49.02"|"0.00"|"49.02"|"0.00"
"PO"|"1"|"1-12341033"|"1"|"50741"|"DESERT SPRING BOTTLED WTR"|"12/6/2012 12:00:00 AM"|"1"|"  1281-001"|"PDX-1 MDF ROOM"|"RENTALS                       "|"1"|"1075.30"|"0.00"|"54.60"|"0.00"
"PO"|"1"|"1-12341059"|"1"|"55441"|"VENTILATION POWER CLEAN"|"12/6/2012 12:00:00 AM"|"1"|" 11088-001"|"Harvard Market -"|"MISC ITEMS                    "|"1"|"6150.72"|"0.00"|"205.90"|"0.00"
"PO"|"1"|"1-12345024"|"1"|"53855"|"CONVERGINT TECHNOLOGIES"|"12/10/2012 12:00:00 AM"|"1"|" 11110-001"|"428 Westlake"|"MISC ITEMS                    "|"1"|"5189.00"|"0.00"|"5189.00"|"0.00"
"PO"|"1"|"1-12345032"|"1"|"53730"|"CUMMINS NW LLC"|"12/10/2012 12:00:00 AM"|"1"|" 11110-001"|"428 Westlake"|"MISC ITEMS                    "|"1"|"1012.00"|"0.00"|"0.54"|"0.00"
"PO"|"1"|"1-12346110"|"1"|"52473"|"SEAPORT PETROLEUM"|"12/11/2012 12:00:00 AM"|"1"|" 13730-001"|"MCKFM SEA HUB-PM"|"MISC ITEMS                    "|"1"|"300.00"|"0.00"|"21.63"|"0.00"
"PO"|"1"|"1-12347153"|"1"|"50867"|"COMMERCIAL FILTER SALES"|"12/12/2012 12:00:00 AM"|"1"|" 11101-001"|"AMAZON SEA29"|"MISC ITEMS                    "|"1"|"547.22"|"0.00"|"52.32"|"0.00"
"PO"|"1"|"1-12348117"|"1"|"54833"|"NOTIFACT, LLC"|"12/13/2012 12:00:00 AM"|"1"|" 11140-001"|"PACIFIC MEDICAL"|"MISC ITEMS                    "|"1"|"400.00"|"0.00"|"81.50"|"0.00"
"PO"|"1"|"1-12348118"|"1"|"54833"|"NOTIFACT, LLC"|"12/13/2012 12:00:00 AM"|"1"|" 11148-001"|"PACIFIC MEDICAL"|"MISC ITEMS                    "|"1"|"400.00"|"0.00"|"34.50"|"0.00"
"PO"|"1"|"1-12348119"|"1"|"54833"|"NOTIFACT, LLC"|"12/13/2012 12:00:00 AM"|"1"|" 11149-001"|"PACIFIC MEDICAL"|"MISC ITEMS                    "|"1"|"400.00"|"0.00"|"160.00"|"0.00"
"PO"|"1"|"1-12348122"|"1"|"54833"|"NOTIFACT, LLC"|"12/13/2012 12:00:00 AM"|"1"|" 12635-001"|"PACIFIC MEDICAL"|"MISC ITEMS                    "|"1"|"400.00"|"0.00"|"160.00"|"0.00"
"PO"|"1"|"1-12352176"|"1"|"53690"|"CH2O INCORPORATED"|"12/17/2012 12:00:00 AM"|"1"|" 11169-001"|"EASTSIDE CATHOLIC HS"|"MISC ITEMS                    "|"1"|"1000.00"|"0.00"|"230.00"|"0.00"
"PO"|"1"|"1-12352177"|"1"|"55062"|"R&T HOOD & DUCT SVCS INC"|"12/17/2012 12:00:00 AM"|"1"|" 11169-001"|"EASTSIDE CATHOLIC HS"|"MISC ITEMS                    "|"1"|"2171.60"|"0.00"|"398.78"|"0.00"
"PO"|"1"|"1-12361101"|"1"|"50919"|"FERGUSON ENTERPRISES INC"|"12/26/2012 12:00:00 AM"|"1"|"  1056-001"|"UW MED PH 3.1"|"PLUMBING MATERIALS            "|"1"|"781.89"|"0.00"|"329.77"|"0.00"
"PO"|"1"|"1-13004004"|"1"|"51235"|"RYAN HERCO FLOW SOLUTIONS"|"1/4/2013 12:00:00 AM"|"1"|"  1056-001"|"UW MED PH 3.1"|"PLUMBING MATERIALS            "|"1"|"27.40"|"0.00"|"27.40"|"0.00"
"PO"|"1"|"1-13004124"|"1"|"55182"|"SOUND WATER TREATMENT"|"1/4/2013 12:00:00 AM"|"1"|" 11197-001"|"Commerce Parkview"|"MISC ITEMS                    "|"1"|"1500.00"|"0.00"|"125.00"|"0.00"
"PO"|"1"|"1-13007083"|"1"|"54153"|"ALEXANDER GOW FIRE EQUIP"|"1/7/2013 12:00:00 AM"|"1"|" 11202-001"|"Traugott Terrace"|"SUBCONTRACTS                  "|"1"|"130.00"|"0.00"|"130.00"|"0.00"
"PO"|"1"|"1-13008057"|"1"|"52648"|"STAR RENTALS"|"1/8/2013 12:00:00 AM"|"1"|"  1140-001"|"WSU IN VESSEL"|"RENTALS                       "|"1"|"3774.21"|"0.00"|"31.28"|"0.00"
"PO"|"1"|"1-13010104"|"1"|"50867"|"COMMERCIAL FILTER SALES"|"1/10/2013 12:00:00 AM"|"1"|" 11101-001"|"AMAZON SEA29"|"HVAC MATERIALS                "|"1"|"115.17"|"0.00"|"115.17"|"0.00"
"PO"|"1"|"1-13011114"|"1"|"52539"|"SHULTZ DISTRIBUTING INC"|"1/11/2013 12:00:00 AM"|"1"|" 11100-001"|"Brotman Building"|"MISC ITEMS                    "|"1"|"96.56"|"0.00"|"10.00"|"0.00"
"PO"|"1"|"1-13011125"|"1"|"54091"|"FIRE CHIEF EQUIPMENT CO"|"1/11/2013 12:00:00 AM"|"1"|" 11220-001"|"Cabrini Medical Towe"|"SUBCONTRACTS                  "|"1"|"780.00"|"0.00"|"27.89"|"0.00"
"PO"|"1"|"1-13014086"|"1"|"51451"|"KELLER SUPPLY COMPANY"|"1/14/2013 12:00:00 AM"|"1"|"  1056-001"|"UW MED PH 3.1"|"PLUMBING MATERIALS            "|"1"|"543.38"|"0.00"|"543.38"|"0.00"
"PO"|"1"|"1-13016155"|"1"|"50867"|"COMMERCIAL FILTER SALES"|"1/16/2013 12:00:00 AM"|"1"|" 10977-001"|"Touchstone"|"MISC ITEMS                    "|"1"|"527.40"|"0.00"|"153.58"|"0.00"
"PO"|"1"|"1-13018004"|"1"|"55668"|"FOOD SVCS EQUIP REPAIR"|"1/18/2013 12:00:00 AM"|"1"|" 13726-001"|"MCKFM FIRESIDE GRILL"|"MISC ITEMS                    "|"1"|"200.00"|"0.00"|"200.00"|"0.00"
"PO"|"1"|"1-13021076"|"1"|"51639"|"M & L SUPPLY CO, INC."|"1/21/2013 12:00:00 AM"|"1"|"  1140-001"|"WSU IN VESSEL"|"PLUMBING MATERIALS            "|"1"|"22.79"|"0.00"|"7.95"|"0.00"
"PO"|"1"|"1-13021155"|"1"|"50710"|"DELIVERY EXPRESS INC"|"1/21/2013 12:00:00 AM"|"1"|" 12555-001"|"KORRY ELECTRONICS"|"HVAC MATERIALS                "|"1"|"163.73"|"0.00"|"19.24"|"0.00"
"PO"|"1"|"1-13022150"|"1"|"51639"|"M & L SUPPLY CO, INC."|"1/22/2013 12:00:00 AM"|"1"|"  1140-001"|"WSU IN VESSEL"|"PLUMBING MATERIALS            "|"1"|"30.88"|"0.00"|"30.88"|"0.00"
"PO"|"1"|"1-13023026"|"1"|"50044"|"ACME CONSTRUCTION SUPPLY"|"1/23/2013 12:00:00 AM"|"1"|"  1216-001"|"PCC SYLVANIA AM"|"SM FIELD MATERIALS            "|"1"|"302.20"|"0.00"|"59.63"|"0.00"
"PO"|"1"|"1-13030022"|"1"|"52466"|"SEATTLE GALVANIZING CO IN"|"1/30/2013 12:00:00 AM"|"1"|"  1056-001"|"UW MED PH 3.1"|"SM FIELD MATERIALS            "|"1"|"316.14"|"0.00"|"316.14"|"0.00"
"PO"|"1"|"1-13038057"|"1"|"50867"|"COMMERCIAL FILTER SALES"|"2/7/2013 12:00:00 AM"|"1"|" 11291-001"|"New Beginnings"|"MISC ITEMS                    "|"1"|"18.30"|"0.00"|"18.30"|"0.00"
"PO"|"1"|"1-13038082"|"1"|"52059"|"OXARC INC"|"2/7/2013 12:00:00 AM"|"1"|"  1143-001"|"WALLA WALLA VA STEAM"|"RENTALS                       "|"1"|"4426.38"|"0.00"|"7.51"|"0.00"
"PO"|"1"|"1-13039025"|"1"|"50566"|"COMMERCIAL AIR FILTRATION"|"2/8/2013 12:00:00 AM"|"1"|"  8949-001"|"LA FITNESS"|"HVAC MATERIALS                "|"1"|"175.12"|"0.00"|"175.12"|"0.00"
"PO"|"1"|"1-13039132"|"1"|"52648"|"STAR RENTALS"|"2/8/2013 12:00:00 AM"|"1"|" 13738-001"|"SHOP LOGISTICS 2011"|"RENTALS                       "|"1"|"1.00"|"0.00"|"1.00"|"0.00"
"PO"|"1"|"1-13042130"|"1"|"51969"|"NORTH COAST ELECTRIC CO"|"2/11/2013 12:00:00 AM"|"1"|" 13738-001"|"SHOP LOGISTICS 2011"|"ELECTRICAL MATERIALS          "|"1"|"530.00"|"0.00"|"530.00"|"0.00"
"PO"|"1"|"1-13045038"|"1"|"54153"|"ALEXANDER GOW FIRE EQUIP"|"2/14/2013 12:00:00 AM"|"1"|" 11306-001"|"BGCKC - Renton"|"SUBCONTRACTS                  "|"1"|"89.00"|"0.00"|"89.00"|"0.00"
"PO"|"1"|"1-13045111"|"1"|"51910"|"NATIONAL SAFETY, INC."|"2/14/2013 12:00:00 AM"|"1"|" 12594-001"|"T-Mobile Nexus"|"MISC ITEMS                    "|"1"|"1.00"|"0.00"|"1.00"|"0.00"
"PO"|"1"|"1-13045147"|"1"|"54833"|"NOTIFACT, LLC"|"2/14/2013 12:00:00 AM"|"1"|" 11320-001"|"Panasonic Service"|"SUBCONTRACTS                  "|"1"|"300.00"|"0.00"|"40.00"|"0.00"
"PO"|"1"|"1-13046023"|"1"|"50710"|"DELIVERY EXPRESS INC"|"2/15/2013 12:00:00 AM"|"1"|" 11176-001"|"UNIVERSAL AVIONICS"|"MISC ITEMS                    "|"1"|"1.00"|"0.00"|"1.00"|"0.00"
"PO"|"1"|"1-13046110"|"1"|"51105"|"GRAINGER INC"|"2/15/2013 12:00:00 AM"|"1"|" 11197-001"|"Commerce Parkview"|"HVAC MATERIALS                "|"1"|"10.76"|"0.00"|"0.60"|"0.00"
"PO"|"1"|"1-13049042"|"1"|"52797"|"TOTAL FILTRATION SERVICES"|"2/18/2013 12:00:00 AM"|"1"|" 11283-001"|"LA FITNESS - REDONDO"|"MISC ITEMS                    "|"1"|"179.55"|"0.00"|"179.55"|"0.00"
"PO"|"1"|"1-13053047"|"1"|"55357"|"US WATER SERVICES INC"|"2/22/2013 12:00:00 AM"|"1"|" 11368-001"|"Bear Creek Business"|"MISC ITEMS                    "|"1"|"3400.00"|"0.00"|"0.04"|"0.00"
"PO"|"1"|"1-13053110"|"1"|"52797"|"TOTAL FILTRATION SERVICES"|"2/22/2013 12:00:00 AM"|"1"|" 11269-001"|"Rexam"|"HVAC MATERIALS                "|"1"|"89.44"|"0.00"|"31.97"|"0.00"
"PO"|"1"|"1-13056097"|"1"|"51730"|"MCGUIRE BEARING CO-SEA"|"2/25/2013 12:00:00 AM"|"1"|" 10852-001"|"Kirkland 405 Office"|"MISC ITEMS                    "|"1"|"201.30"|"0.00"|"67.10"|"0.00"
"PO"|"1"|"1-13057093"|"1"|"52797"|"TOTAL FILTRATION SERVICES"|"2/26/2013 12:00:00 AM"|"1"|" 11269-001"|"Rexam"|"HVAC MATERIALS                "|"1"|"935.50"|"0.00"|"470.97"|"0.00"
"PO"|"1"|"1-13058019"|"1"|"50867"|"COMMERCIAL FILTER SALES"|"2/27/2013 12:00:00 AM"|"1"|" 11285-001"|"LA FITNESS"|"MISC ITEMS                    "|"1"|"1.00"|"0.00"|"1.00"|"0.00"
"PO"|"1"|"1-13058094"|"1"|"54566"|"METAL MASTERS INC"|"2/27/2013 12:00:00 AM"|"1"|" 11377-001"|"Big Lots #4512"|"SUBCONTRACTS                  "|"1"|"2232.00"|"0.00"|"44.00"|"0.00"
"PO"|"1"|"1-13059078"|"1"|"52497"|"SEATTLE FLUID SYSTEM TECH"|"2/28/2013 12:00:00 AM"|"1"|"  1056-001"|"UW MED PH 3.1"|"PLUMBING MATERIALS            "|"1"|"5.36"|"0.00"|"5.36"|"0.00"
"PO"|"1"|"1-13059093"|"1"|"51730"|"MCGUIRE BEARING CO-SEA"|"2/28/2013 12:00:00 AM"|"1"|" 10857-001"|"Kirkland 405 Office"|"MISC ITEMS                    "|"1"|"183.50"|"0.00"|"183.50"|"0.00"
"PO"|"1"|"1-13070032"|"1"|"52648"|"STAR RENTALS"|"3/11/2013 12:00:00 AM"|"1"|"  1820-001"|"PO#0130582"|"RENTALS                       "|"1"|"469.10"|"0.00"|"156.37"|"0.00"
"PO"|"1"|"1-13070036"|"1"|"52668"|"STONEWAY ELECTRIC SUPPLY"|"3/11/2013 12:00:00 AM"|"1"|" 13726-001"|"MCKFM FIRESIDE GRILL"|"ELECTRICAL MATERIALS          "|"1"|"85.57"|"0.00"|"7.75"|"0.00"
