Company,InvoiceNumber,CustGroup,Customer,CustomerName,TransactionDate,InvoiceDescription,DetailLineCount,AmountDue,OriginalAmount,Tax
1,6234,1,206989,Goudy Construction       ,3/17/2014 0:00,                    ,4,-18980,7300,0
1,6339,1,215709,Seattle Science Foundatio,6/16/2014 0:00,                    ,4,-36380.32,0,0
1,6452,1,208556,Jackson Dean Construction,3/21/2014 0:00,MARCH BILLING       ,8,-40440,13480,0
1,7124,1,219130,UW Information Technology,6/16/2014 0:00,                    ,8,22108.08,-7369.36,-639.36
1,7160,1,210900,Mukilteo School District ,3/31/2014 0:00,MARCH BILLING       ,12,1848.64,1848.64,132.64
1,7286,1,213896,REIMERS & JOLIVETTE      ,6/24/2014 0:00,                    ,4,24723.24,24723.24,0
1,7286,1,213896,REIMERS & JOLIVETTE      ,6/25/2014 0:00,                    ,8,-26701.12,-26701.12,-1977.88
1,7551,1,221176,Escala - Kathy Crotts    ,6/27/2014 0:00,                    ,4,-23984,0,0
1,7690,1,202136,Beaumont Apartments      ,6/16/2014 0:00,                    ,8,43138.68,-14379.56,-1247.56
1,7776,1,217365,Tulalip Resort and Casino,5/14/2014 0:00,                    ,4,-20928,0,0
1,7797,1,217311,Traugott Terrace         ,6/16/2014 0:00,                    ,8,41236.56,-13745.52,-1192.52
1,7894,1,200093,2121 BELMONT CONDOS      ,5/14/2014 0:00,                    ,4,22767,-7589,0
1,7990,1,217601,Unimark Construction     ,6/12/2014 0:00,CRCT APLD PMTS      ,4,1857.6,0,0
1,7990,1,217601,Unimark Construction     ,6/12/2014 0:00,CRCT APLD PMTS      ,4,16718.4,0,0
1,8268,1,205515,Ed Barber                ,5/30/2013 0:00,                    ,4,-10318.88,0,0
1,8638,1,206979,Google Inc               ,4/18/2014 0:00,                    ,8,-10804.32,3601.44,312.44
1,8952,1,203047,CITY OF BELLINGHAM       ,4/22/2014 0:00,                    ,12,-13726.48,5002.16,374.76
1,9045,1,206050,Frauenshuh               ,6/25/2014 0:00,                    ,8,-5026.04,-5026.04,-436.04
1,9173,1,221250,CBRE - Brave             ,4/24/2014 0:00,                    ,8,1879.04,1879.04,163.04
1,9819,1,210084,Legacy Partners I Tukwila,5/27/2014 0:00,                    ,4,-6026.88,0,0
1,9940,1,204997,Dock High                ,6/25/2014 0:00,                    ,8,-2269.92,-2269.92,-196.92
1,9949,1,206211,Ferguson                 ,6/2/2014 0:00,                    ,4,-22811.04,0,0
1,9949,1,206211,Ferguson                 ,6/16/2014 0:00,                    ,4,-19200,0,0
1,9965,1,203474,Campagne                 ,6/9/2014 0:00,                    ,8,50133.48,-16711.16,-1449.84
1,10018,1,208513,JSH Properties           ,5/13/2014 0:00,                    ,8,-7222.64,-7222.64,-626.64
1,10098,1,203387,CUSHMAN & WAKEFIELD      ,7/8/2013 0:00,                    ,4,-7008,0,0
1,10425,1,209469,King County Roads        ,5/12/2014 0:00,                    ,12,-2694.48,898.16,50.16
1,10425,1,209469,King County Roads        ,6/10/2014 0:00,                    ,12,2694.48,-898.16,-50.16
1,10426,1,209469,King County Roads        ,5/12/2014 0:00,                    ,12,-2680.2,893.4,45.4
1,10426,1,209469,King County Roads        ,6/10/2014 0:00,                    ,12,2680.2,-893.4,-45.4
1,10767,1,212337,Olive 8 Condominium Group,4/18/2014 0:00,CRCT APLD PMT       ,4,315.36,0,0
1,10877,1,208513,JSH Properties           ,5/27/2014 0:00,                    ,8,14148.24,-4716.08,-409.16
1,11121,1,213896,REIMERS & JOLIVETTE      ,6/24/2014 0:00,                    ,4,18552.24,18552.24,0
1,11121,1,213896,REIMERS & JOLIVETTE      ,6/25/2014 0:00,                    ,8,-20036.44,-20036.44,-1484.2
1,11295,1,210607,McKinstry Essention Inc  ,5/23/2014 0:00,                    ,4,-50304,16768,0
1,11379,1,204207,Costco                   ,5/24/2014 0:00,                    ,8,19865.52,19865.52,1505.52
1,11406,1,212615,PATRICK H. BODEN INC.    ,5/28/2014 0:00,REBILL              ,4,-6600,2200,0
1,12019,1,206204,Federal Way Public School,5/30/2014 0:00,                    ,12,-57339.96,19113.32,1630.48
1,12022,1,210900,Mukilteo School District ,5/30/2014 0:00,                    ,12,9985.8,9985.8,814.32
1,12186,1,200733,ATG-Advanced Tech. Group ,1/30/2013 0:00,PO# 54769           ,8,-15144,5048,0
1,12200,1,210312,Lydig Construction       ,3/28/2013 0:00,PO# EMAIL           ,4,8640,8640,0
1,12218,1,204854,Davis Schueller Inc      ,6/26/2013 0:00,PO# NTP-EMAIL       ,4,11285.28,11285.28,0
1,12562,1,214769,SCIDPDA                  ,7/16/2013 0:00,                    ,8,-1826.48,-1826.48,-158.48
1,12636,1,210163,Limited Brands Invoice Pr,6/7/2014 0:00,                    ,4,3744,-1248,0
1,12636,1,210163,Limited Brands Invoice Pr,6/9/2014 0:00,                    ,8,1351.6,1351.6,103.6
1,12823,1,209469,King County Roads        ,6/11/2014 0:00,                    ,8,-2762.76,920.92,72.92
1,12824,1,209469,King County Roads        ,6/11/2014 0:00,                    ,8,-2785.68,928.56,80.56
1,12829,1,209469,King County Roads        ,6/10/2014 0:00,                    ,12,893.4,893.4,45.4
1,12830,1,209469,King County Roads        ,6/10/2014 0:00,                    ,12,893.4,893.4,45.4
1,12836,1,209956,Lake Washington Institute,6/11/2014 0:00,                    ,12,8042.24,8042.24,669.96
1,12839,1,209470,King County Solid Waste  ,6/11/2014 0:00,                    ,12,1520.12,1520.12,104.12
1,12841,1,209160,KING COUNTY INT'L AIRPORT,6/12/2014 0:00,                    ,12,11366.88,-3788.96,-300.96
1,12842,1,209160,KING COUNTY INT'L AIRPORT,6/11/2014 0:00,                    ,12,-4862.64,1620.88,112.88
1,12843,1,209160,KING COUNTY INT'L AIRPORT,6/11/2014 0:00,                    ,12,-11366.88,3788.96,300.96
1,13196,1,217362,Tukwila School District  ,6/17/2014 0:00,                    ,12,13647.68,13647.68,1170.16
1,13198,1,216908,Tacoma Convention Center ,6/17/2014 0:00,                    ,12,6988.56,6988.56,578.56
1,13199,1,209470,King County Solid Waste  ,6/17/2014 0:00,                    ,12,12398.16,12398.16,956.48
1,13200,1,206203,Federal Way Public School,6/17/2014 0:00,                    ,12,16958.4,16958.4,1443.52
1,13200,1,206203,Federal Way Public School,6/25/2014 0:00,                    ,12,-16958.4,-16958.4,-1443.52
1,13253,1,209029,KCIT Radio Communication ,6/18/2014 0:00,                    ,12,2974.72,2974.72,214.72
1,13461,1,210263,Lorache CAD/IT Services  ,6/19/2014 0:00,                    ,12,-28066.92,9355.64,51.32
1,13461,1,210263,Lorache CAD/IT Services  ,6/23/2014 0:00,                    ,12,28066.92,-9355.64,-51.32
1,13647,1,204101,Compro Business Services ,6/23/2014 0:00,                    ,8,-20235.6,-20235.6,-1755.6
1,13809,1,217362,Tukwila School District  ,6/25/2014 0:00,                    ,12,11881.96,11881.96,1016.96
1,13837,1,211904,NW Tire Factory          ,6/25/2014 0:00,                    ,4,14660.52,-4886.84,0
1,13882,1,215662,Seattle Children's Resear,6/24/2014 0:00,                    ,4,-4660,-4660,0
1,13899,1,203409,CaISTRS                  ,7/26/2013 0:00,                    ,4,-29377.44,0,0
1,13901,1,206204,Federal Way Public School,6/25/2014 0:00,                    ,12,16958.4,16958.4,1443.52
1,14060,1,202476,Brewster School District ,6/27/2014 0:00,                    ,12,46125.64,46125.64,3432.24
1,15013,1,210744,MICROSOFT C/O CBRE       ,8/9/2013 0:00,PO# CBRE#201908     ,8,25962.84,25962.84,2252.48
1,15036,1,207391,Howard S Wright          ,7/16/2013 0:00,PO# NTP-EMAIL       ,4,5200,5200,0
1,15057,1,207391,Howard S Wright          ,11/26/2013 0:00,INV #54531          ,4,20252,20252,0
1,15059,1,210744,MICROSOFT C/O CBRE       ,9/9/2013 0:00,PO# 21132           ,4,2316,2316,0
1,15091,1,208556,Jackson Dean Construction,12/19/2013 0:00,PO# EMAIL           ,4,-17264,6640,0
1,15519,1,217362,Tukwila School District  ,5/8/2014 0:00,                    ,12,-331393.56,110464.52,9555.92
1,15521,1,209160,KING COUNTY INT'L AIRPORT,6/11/2014 0:00,                    ,12,-11366.88,3788.96,300.96
1,15536,1,213219,Paradigm Venture Group   ,3/12/2014 0:00,                    ,4,-615,-615,0
1,16300,1,217498,UPS Oasis Supply Corporat,8/20/2013 0:00,                    ,4,-24808,0,0
1,16300,1,217498,UPS Oasis Supply Corporat,12/31/2013 0:00,                    ,4,-24808,0,0
1,16878,1,214769,SCIDPDA                  ,7/16/2013 0:00,                    ,8,-1793.6,-1793.6,-155.6
1,17377,1,213506,Port Madison Enterprises ,2/26/2014 0:00,                    ,4,-3296,-3296,0
1,17473,1,219146,Dolan Built LLC          ,8/5/2013 0:00,                    ,8,2690.16,2690.16,233.4
1,19128,1,212715,PCL Construction Services,2/19/2013 0:00,RETENTION           ,4,-5400,0,0
1,19153,1,206647,GLY Construction         ,3/27/2013 0:00,RETENTION BILLING   ,4,11865.2,0,0
1,19251,1,210313,Lydig Construction       ,7/19/2013 0:00,RETENTION           ,8,1367827.36,0,0
1,19285,1,218695,Western Partitions       ,9/20/2013 0:00,RETENTION BILLING   ,4,55327.2,0,0
1,19291,1,207391,Howard S Wright          ,9/24/2013 0:00,RETETNION BILLING   ,8,261220.4,0,0
1,19292,1,218695,Western Partitions       ,9/24/2013 0:00,RETENTION BILLING   ,4,-16170,0,0
1,19294,1,207677,Hoffman Construction     ,9/30/2013 0:00,RETENTION BILLING   ,4,113482.64,0,0
1,19313,1,215905,Skanska USA Bldg WA Divis,11/8/2013 0:00,NOVEMBER BILLING    ,8,90767.8,0,0
1,19314,1,215905,Skanska USA Bldg WA Divis,11/8/2013 0:00,RETENTION BILLING   ,8,98379.2,0,0
1,19319,1,217700,VADATA INC               ,11/11/2013 0:00,RETENTION           ,4,-2217.6,0,0
1,19319,1,217700,VADATA INC               ,6/24/2014 0:00,RETENTION BACK OUT  ,4,2217.6,-739.2,0
1,19322,1,207758,Howard S Wright          ,11/15/2013 0:00,RETENTION BILLING   ,4,5472.76,0,0
1,19323,1,207758,Howard S Wright          ,11/15/2013 0:00,RETENTION BILLING   ,8,41312.8,0,0
1,19331,1,209997,Langley Investment Proper,11/25/2013 0:00,NOVEMBER BILLING    ,8,22374.4,0,0
1,19332,1,200743,ATS                      ,11/25/2013 0:00,RETENTION           ,4,48976,0,0
1,19352,1,210313,Lydig Construction       ,12/17/2013 0:00,RETENTION BILLING   ,4,4402.4,0,0
1,19354,1,207759,Howard S Wright          ,12/17/2013 0:00,RETENTION BILLING   ,8,-516090,0,0
1,19355,1,215905,Skanska USA Bldg WA Divis,12/17/2013 0:00,RETENTION BILLING   ,4,-8331.6,0,0
1,19356,1,215732,Sellen Construction      ,12/18/2013 0:00,RETENTION BILLING   ,4,104696.4,0,0
1,19361,1,216403,Swinerton Builders       ,12/23/2013 0:00,RETENTION BILLING   ,8,166974,0,0
1,19362,1,219347,Patterson Horth          ,12/19/2013 0:00,RETENTION           ,4,44550,0,0
1,19371,1,207758,Howard S Wright          ,12/31/2013 0:00,RETENTION BILLING   ,8,-3240044.4,0,0
1,19372,1,217260,Total Site Services LLC  ,12/31/2013 0:00,RETENTION           ,12,-894447.28,0,0
1,19375,1,211389,Microsoft Corporation    ,1/13/2014 0:00,JAN BILLING         ,4,18543.2,0,0
1,19383,1,215904,Skanska USA Bldg OR Divis,1/20/2014 0:00,RETENTION BILLING   ,8,-974956.92,0,0
1,19386,1,207758,Howard S Wright          ,1/20/2014 0:00,RETENTION           ,8,-25585.32,0,0
1,19387,1,215732,Sellen Construction      ,1/20/2014 0:00,RETENTION BALANCE   ,4,8700.8,0,0
1,19390,1,209997,Langley Investment Proper,1/22/2014 0:00,RETENTION           ,8,48923.2,0,0
1,19407,1,206647,GLY Construction         ,2/14/2014 0:00,RETENTION           ,4,28192,0,0
1,19410,1,206647,GLY Construction         ,1/23/2014 0:00,RETENTION           ,8,-9757.2,0,0
1,19411,1,213489,Polin & Young            ,1/26/2014 0:00,RETENTION           ,8,2929.6,0,0
1,19412,1,207683,Holder Construction Group,2/26/2014 0:00,RETENTION BILLING   ,8,134881.88,0,0
1,19413,1,207683,Holder Construction Group,2/26/2014 0:00,RETENTION BILLING   ,8,771482.56,0,0
1,19414,1,207683,Holder Construction Group,2/26/2014 0:00,RETENTION BILLING   ,8,240982.84,0,0
1,19417,1,215905,Skanska USA Bldg WA Divis,2/20/2014 0:00,RETENTION BILLING   ,4,4400,0,0
1,19419,1,215903,Skanska                  ,2/21/2014 0:00,RETENTION BILLING   ,8,109138.8,0,0
1,19422,1,212714,PCL Construction Resource,2/26/2014 0:00,RETENTION           ,8,-42044.4,0,0
1,19424,1,213489,Polin & Young            ,2/26/2014 0:00,RETENTION           ,8,90287.24,0,0
1,19428,1,208363,JMS CONSTRUCTION CO      ,3/7/2014 0:00,RETENTION BILLING   ,8,-567822,0,0
1,19429,1,215593,Schuchart Corporation    ,3/11/2014 0:00,RETENTION           ,4,1332.32,0,0
1,19432,1,215593,Schuchart Corporation    ,3/13/2014 0:00,RETENTION           ,4,-4861.8,0,0
1,19434,1,217373,Turner Construction      ,3/17/2014 0:00,RETENTION           ,4,-63448,0,0
1,19436,1,206647,GLY Construction         ,3/17/2014 0:00,RETENTION BILLIN    ,4,39920,0,0
1,19439,1,219460,Dalhgren Industrial      ,3/20/2014 0:00,RETENTION           ,4,-15316.8,0,0
1,19443,1,210744,MICROSOFT C/O CBRE       ,3/26/2014 0:00,RETENTION BILLING   ,8,-378242.28,0,0
1,19445,1,206647,GLY Construction         ,3/24/2014 0:00,RETENTION           ,8,-39147.6,0,0
1,19459,1,216927,Talon Capital            ,4/10/2014 0:00,RETENTION           ,4,398468.6,0,0
1,19463,1,206647,GLY Construction         ,4/17/2014 0:00,APRIL BILLING       ,4,1597.2,0,0
1,19464,1,215904,Skanska USA Bldg OR Divis,4/17/2014 0:00,RETENTION           ,4,-29540.4,0,0
1,19467,1,210744,MICROSOFT C/O CBRE       ,5/16/2014 0:00,RETENTION           ,12,-87905.28,0,0
1,19469,1,201703,BNBuilders               ,4/20/2014 0:00,RETETNION BILLING   ,8,14460.4,0,0
1,19471,1,204636,DP INC                   ,4/21/2014 0:00,RETENTION           ,8,-58316.8,0,0
1,19474,1,215904,Skanska USA Bldg OR Divis,4/23/2014 0:00,RETENTION           ,8,387123.64,0,0
1,19481,1,215904,Skanska USA Bldg OR Divis,4/25/2014 0:00,RETENTION           ,8,-52949.4,0,0
1,19483,1,206805,Garco Construction       ,4/26/2014 0:00,RETENTION           ,16,-531782.64,0,0
1,19485,1,215383,SUNBELT CONTROLS         ,4/28/2014 0:00,APRIL BILLING       ,4,14720,0,0
1,19486,1,214645,SABEY CONSTRUCTION       ,4/29/2014 0:00,RETETNION BILLING   ,8,2041749.84,0,0
1,19490,1,201291,Aronson Security Group   ,5/14/2014 0:00,RETENTION           ,8,10536.44,0,0
1,19493,1,206647,GLY Construction         ,5/8/2014 0:00,RETENTION           ,8,62723.6,0,0
1,19494,1,208556,Jackson Dean Construction,5/14/2014 0:00,RETENTION           ,4,19116,0,0
1,19496,1,215593,Schuchart Corporation    ,5/15/2014 0:00,RETENTION           ,8,-284740.44,0,0
1,19497,1,206647,GLY Construction         ,5/16/2014 0:00,RETETNION BILLING   ,4,3752.2,0,0
1,19498,1,215905,Skanska USA Bldg WA Divis,5/16/2014 0:00,RETENTION BILLING   ,8,216341.2,0,0
1,19499,1,206341,Foushee & Associates     ,5/19/2014 0:00,RETENTION           ,8,139982,0,0
1,19500,1,206341,Foushee & Associates     ,5/19/2014 0:00,RETENTION           ,8,89862.8,0,0
1,19501,1,206341,Foushee & Associates     ,5/19/2014 0:00,RETENTION           ,8,77239.2,0,0
1,19502,1,206341,Foushee & Associates     ,5/19/2014 0:00,RETENTION           ,8,104190,0,0
1,19506,1,219145,Langley Investment Proper,5/20/2014 0:00,RETENTION           ,8,53508.4,0,0
1,19507,1,215905,Skanska USA Bldg WA Divis,5/20/2014 0:00,RETENTION BILLING   ,4,7100,0,0
1,19509,1,208501,JR Abbott Construction   ,5/21/2014 0:00,RETENTION           ,8,150583.2,0,0
1,19510,1,206834,Gateway Construction     ,5/21/2014 0:00,RETENTION           ,4,-28729.2,0,0
1,19511,1,210744,MICROSOFT C/O CBRE       ,5/22/2014 0:00,RETENTION - PARTIAL ,4,-220872,0,0
1,19512,1,221130,Stetner Electric         ,5/22/2014 0:00,RETENTION           ,4,36470,0,0
1,19513,1,210744,MICROSOFT C/O CBRE       ,5/25/2014 0:00,RETENTION           ,4,-57409.08,0,0
1,19514,1,210744,MICROSOFT C/O CBRE       ,5/25/2014 0:00,RETENTION           ,4,-626776.2,0,0
1,19516,1,215905,Skanska USA Bldg WA Divis,5/28/2014 0:00,50% RETENTION       ,8,1391056.88,0,0
1,19517,1,207677,Hoffman Construction     ,5/29/2014 0:00,RETENTION           ,8,3006167.2,0,0
1,19518,1,210744,MICROSOFT C/O CBRE       ,6/6/2014 0:00,RETENTION-FINAL     ,8,12725.44,0,0
1,19519,1,216402,Swinerton Builders       ,6/11/2014 0:00,JUNE BILLING        ,8,52553.6,0,0
1,19520,1,201291,Aronson Security Group   ,6/11/2014 0:00,RETENTION           ,4,-4551.6,0,0
1,19521,1,206647,GLY Construction         ,6/12/2014 0:00,RETENTION           ,4,5962.8,0,0
1,19522,1,206647,GLY Construction         ,6/12/2014 0:00,RETENTION           ,4,2608.76,0,0
1,19523,1,207677,Hoffman Construction     ,6/12/2014 0:00,RETENTION           ,8,241364.8,0,0
1,19524,1,215593,Schuchart Corporation    ,6/16/2014 0:00,RETENTION           ,4,3290.8,0,0
1,19525,1,215593,Schuchart Corporation    ,6/16/2014 0:00,RETENTION           ,4,1618.4,0,0
1,19526,1,215593,Schuchart Corporation    ,6/16/2014 0:00,RETENTION           ,4,22104.4,0,0
1,19527,1,215905,Skanska USA Bldg WA Divis,6/18/2014 0:00,RETENTION           ,8,58507,0,0
1,19528,1,215905,Skanska USA Bldg WA Divis,6/18/2014 0:00,RETENTION           ,8,10052.8,0,0
1,19530,1,215862,Siemens Industry Inc     ,6/19/2014 0:00,RETENTION           ,4,62880,0,0
1,19531,1,210744,MICROSOFT C/O CBRE       ,6/19/2014 0:00,RETENTION           ,4,57773.24,0,0
1,19532,1,214608,Russell Construction     ,6/19/2014 0:00,RETENTION           ,8,20424.4,0,0
1,19533,1,215383,SUNBELT CONTROLS         ,6/19/2014 0:00,RETENTION           ,8,38543.2,0,0
1,19534,1,214647,Sabey Corporation        ,6/19/2014 0:00,RETENTION           ,8,25953.6,0,0
1,19535,1,215905,Skanska USA Bldg WA Divis,6/19/2014 0:00,RETENTION           ,8,85704.8,0,0
1,19536,1,205502,Eastside Corridor Constru,6/20/2014 0:00,RETENTION           ,8,241397.8,0,0
1,19538,1,210744,MICROSOFT C/O CBRE       ,6/25/2014 0:00,RETENTION           ,4,19175.24,0,0
1,19540,1,215732,Sellen Construction      ,6/23/2014 0:00,RETENTION           ,4,87567.6,0,0
1,19540,1,200873,Advantage Dirt Contractor,6/24/2014 0:00,RETENTION           ,8,172492.4,0,0
1,19542,1,214645,SABEY CONSTRUCTION       ,6/25/2014 0:00,RETENTION           ,4,58097.6,0,0
1,19542,1,201703,BNBuilders               ,6/26/2014 0:00,RETENTION           ,4,31864,0,0
1,19544,1,215905,Skanska USA Bldg WA Divis,6/26/2014 0:00,RETENTION           ,4,1689.6,0,0
1,19568,1,207677,Hoffman Construction     ,5/20/2014 0:00,RETETNION BILLING   ,8,26308.2,0,0
1,19596,1,217611,Unionbay Investors       ,6/25/2014 0:00,                    ,4,-28820.48,0,0
1,20556,1,214345,Rexel Taylor             ,10/15/2013 0:00,                    ,4,-2009,-2009,0
1,21758,1,202147,Brown & Brown Northwest  ,2/25/2014 0:00,                    ,4,-4080,0,0
1,22155,1,214769,SCIDPDA                  ,7/16/2013 0:00,                    ,8,-3042.64,-3042.64,-263.96
1,22338,1,202848,CBRE                     ,2/21/2014 0:00,                    ,4,-2943.36,0,0
1,22510,1,213219,Paradigm Venture Group   ,3/12/2014 0:00,                    ,4,-615,-615,0
1,22683,1,219008,Zillow                   ,10/8/2013 0:00,                    ,12,-4848.72,1616.24,140.24
1,22773,1,200911,Airgas,,,,,,
1,22849,1,202888,CEC                      ,3/20/2014 0:00,                    ,4,-7440,0,0
1,22849,1,202888,CEC                      ,3/20/2014 0:00,                    ,4,-706.72,0,0
1,22998,1,203667,CertainTeed Gypsum       ,8/30/2013 0:00,                    ,8,12944.48,-9012.48,-781.92
1,23795,1,218707,Western Waterproofing Co ,10/19/2013 0:00,                    ,12,-709940,240900,20900
1,25241,1,208355,Gin Holdings             ,2/26/2014 0:00,                    ,4,-28706.56,0,0
1,25322,1,211942,National Business Systems,11/15/2013 0:00,                    ,4,-931,-931,0
1,25411,1,201160,Apollo Holdings LLC/CBRE ,12/23/2013 0:00,                    ,4,-30508.16,0,0
1,25578,1,213314,Peach & Johnston LLC     ,12/31/2013 0:00,                    ,4,-5052.32,0,0
1,27669,1,201185,Seattle Amtrak/Aramark Co,2/21/2014 0:00,                    ,4,-4208,0,0
1,27762,1,202843,CBRE                     ,12/31/2013 0:00,                    ,4,-129728.32,0,0
1,27835,1,218972,Youtell Biochemical      ,5/12/2014 0:00,                    ,8,-1481.88,-1481.88,-128.56
1,29307,1,219485,Darren Edwards Residence ,1/3/2014 0:00,                    ,4,-4318.88,0,0
1,32814,1,208904,Jones Lang LaSalle       ,3/28/2014 0:00,                    ,8,-10127.52,-10127.52,-767.52
1,35531,1,214645,SABEY CONSTRUCTION       ,4/29/2014 0:00,RETETNION BILLING   ,4,41928.4,0,0
1,42514,1,211339,Mexico at Pacific Place  ,4/25/2014 0:00,                    ,8,-481.8,-481.8,-41.8
1,52017,1,213896,REIMERS & JOLIVETTE      ,6/11/2014 0:00,CREDIT APRIL BILLING,4,1434744,-478248,0
1,52017,1,213896,REIMERS & JOLIVETTE      ,6/12/2014 0:00,ENTER TO APPLY      ,4,-1434744,478248,0
1,54573,1,215593,Schuchart Corporation    ,2/5/2014 0:00,JAN PO13102 INSTALL ,4,-631321.48,242815.96,0
1,54574,1,215593,Schuchart Corporation    ,2/5/2014 0:00,JAN JOB13102 DESIGN ,4,-55435.56,21321.4,0
1,54575,1,215593,Schuchart Corporation    ,2/13/2014 0:00,FEBRUARY BILLING    ,4,-568324.04,218586.2,0
1,54576,1,215593,Schuchart Corporation    ,2/13/2014 0:00,FEBRUARY BILLING    ,4,-3518.2,1353.16,0
1,54577,1,215593,Schuchart Corporation    ,2/13/2014 0:00,FEBRUARY BILLING    ,4,-73824.64,28394.08,0
1,54587,1,210744,MICROSOFT C/O CBRE       ,2/26/2014 0:00,FEB BILLING         ,8,-1256782.44,465474.96,0
1,54591,1,210744,MICROSOFT C/O CBRE       ,3/1/2014 0:00,FEB BILLING         ,16,-204265.2,74931.44,6500.92
1,54604,1,215593,Schuchart Corporation    ,3/13/2014 0:00,MAR BILLING         ,4,-74726.08,28740.8,0
1,54605,1,215593,Schuchart Corporation    ,3/13/2014 0:00,MARCH BILLING       ,4,-34287.76,13187.6,0
1,54606,1,215593,Schuchart Corporation    ,3/13/2014 0:00,MARCH BILLING       ,4,-8353.76,3212.96,0
1,54607,1,215593,Schuchart Corporation    ,3/13/2014 0:00,MARCH BILLING       ,4,-24456.16,9406.24,0
1,54613,1,210744,MICROSOFT C/O CBRE       ,3/29/2014 0:00,MARCH BILLING       ,8,-324441.12,120163.36,0
1,54614,1,207392,HOWARD S WRIGHT INC      ,4/18/2014 0:00,APRIL BILLING       ,4,-57024,19008,0
1,54614,1,207392,HOWARD S WRIGHT INC      ,6/12/2014 0:00,CREDIT              ,4,57024,-19008,0
1,54614,1,207392,HOWARD S WRIGHT INC      ,6/13/2014 0:00,REBILL              ,4,-63360,21120,0
1,54614,1,207392,HOWARD S WRIGHT INC      ,6/14/2014 0:00,CREDIT              ,4,63360,-21120,0
1,54619,1,207392,HOWARD S WRIGHT INC      ,6/13/2014 0:00,REBILL              ,4,-63360,21120,0
1,54626,1,210744,MICROSOFT C/O CBRE       ,4/25/2014 0:00,APR BILLING         ,8,-2898036.72,1063098.92,92232.32
1,54627,1,204854,Davis Schueller Inc      ,6/9/2014 0:00,APRIL BILLING       ,4,-3634.56,1211.52,0
1,54628,1,204854,Davis Schueller Inc      ,5/23/2014 0:00,MAY BILLING         ,4,-90850.08,30283.36,0
1,54630,1,215593,Schuchart Corporation    ,6/1/2014 0:00,MAY BILLING         ,4,-21384,7920,0
1,54631,1,210744,MICROSOFT C/O CBRE       ,6/1/2014 0:00,MAY BILLING         ,4,-6982.32,2327.44,0
1,54631,1,210744,MICROSOFT C/O CBRE       ,6/2/2014 0:00,MAY CREDIT & REBILL ,4,6982.32,-2327.44,0
1,54631,1,210744,MICROSOFT C/O CBRE       ,6/3/2014 0:00,MAY REBILL W/ TAX   ,8,2548.56,2548.56,221.12
1,54632,1,210744,MICROSOFT C/O CBRE       ,5/25/2014 0:00,MAY PO 14218        ,8,-571219.8,209542.96,18179.52
1,54633,1,210744,MICROSOFT C/O CBRE       ,5/9/2014 0:00,MAY BILLING         ,16,-184767.72,61589.24,5343.36
1,54636,1,215593,Schuchart Corporation    ,6/1/2014 0:00,MAY BILLING         ,4,175226.4,194696,0
1,54638,1,215593,Schuchart Corporation    ,5/14/2014 0:00,MAY BILLING         ,4,-543358.2,181119.4,0
1,54638,1,215593,Schuchart Corporation    ,6/1/2014 0:00,MAY CREDIT&REBILL   ,4,543358.2,-181119.4,0
1,54638,1,215593,Schuchart Corporation    ,6/2/2014 0:00,MAY REBILL          ,8,155231.88,155231.88,0
